date,workout_name,menu,set_order,weight,reps,distance,sec,note,workout_note,part
2018/8/2 6:02,Back Day fst7 #14,Sumo Deadlift (Barbell),1,60,10,0,0,,,back
2018/8/2 6:02,Back Day fst7 #14,Sumo Deadlift (Barbell),2,90,10,0,0,,,back
2018/7/12 6:19,Back Day fst7 #13,Sumo Deadlift (Barbell),1,60,10,0,0,,,back
2018/7/12 6:19,Back Day fst7 #13,Sumo Deadlift (Barbell),2,60,10,0,0,,,back
2018/6/29 6:37,Back Day fst7 #11,Sumo Deadlift (Barbell),1,60,10,0,0,,,back
2018/6/29 6:37,Back Day fst7 #11,Sumo Deadlift (Barbell),2,60,10,0,0,,,back
2017/11/10 6:30,Back Day fst7,Sumo Deadlift (Barbell),1,100,5,0,0,,,back
2017/11/10 6:30,Back Day fst7,Sumo Deadlift (Barbell),2,80,8,0,0,,,back
2017/11/24 6:33,Back Day fst7,Sumo Deadlift (Barbell),1,100,5,0,0,,,back
2017/11/24 6:33,Back Day fst7,Sumo Deadlift (Barbell),2,100,5,0,0,,,back
2017/11/24 6:33,Back Day fst7,Sumo Deadlift (Barbell),3,100,5,0,0,,,back
2017/12/8 6:15,Back Day fst7,Sumo Deadlift (Barbell),1,100,6,0,0,,,back
2017/12/8 6:15,Back Day fst7,Sumo Deadlift (Barbell),2,100,6,0,0,,,back
2017/12/8 6:15,Back Day fst7,Sumo Deadlift (Barbell),3,100,6,0,0,,,back
2017/12/15 6:17,Back Day fst7,Sumo Deadlift (Barbell),1,100,5,0,0,,,back
2017/12/15 6:17,Back Day fst7,Sumo Deadlift (Barbell),2,100,5,0,0,,,back
2017/12/15 6:17,Back Day fst7,Sumo Deadlift (Barbell),3,100,6,0,0,,,back
2017/12/22 6:55,Back Day fst7,Sumo Deadlift (Barbell),1,125,5,0,0,,,back
2017/12/22 6:55,Back Day fst7,Sumo Deadlift (Barbell),2,125,5,0,0,,,back
2017/12/22 6:55,Back Day fst7,Sumo Deadlift (Barbell),3,125,5,0,0,,,back
2018/2/23 6:50,Back Day fst7,Sumo Deadlift (Barbell),1,100,5,0,0,,,back
2018/2/23 6:50,Back Day fst7,Sumo Deadlift (Barbell),2,100,5,0,0,,,back
2018/3/2 6:34,Back Day fst7,Sumo Deadlift (Barbell),1,120,5,0,0,,,back
2018/3/2 6:34,Back Day fst7,Sumo Deadlift (Barbell),2,100,5,0,0,,,back
2018/3/23 6:55,Back Day fst7,Sumo Deadlift (Barbell),1,100,5,0,0,,,back
2018/3/23 6:55,Back Day fst7,Sumo Deadlift (Barbell),2,100,5,0,0,,,back
2018/3/30 6:19,Back Day fst7,Sumo Deadlift (Barbell),1,100,5,0,0,,,back
2018/3/30 6:19,Back Day fst7,Sumo Deadlift (Barbell),2,100,5,0,0,,,back
2019/1/24 6:39,早朝ワークアウト,Strict Military Press (Barbell),1,20,15,0,0,,,delt
2019/1/24 6:39,早朝ワークアウト,Strict Military Press (Barbell),2,40,8,0,0,,,delt
2019/1/24 6:39,早朝ワークアウト,Strict Military Press (Barbell),3,40,6,0,0,,,delt
2019/1/24 6:39,早朝ワークアウト,Strict Military Press (Barbell),4,30,12,0,0,,,delt
2017/12/1 6:03,Back Day w/o Deadlift,Straight-Arm Pulldown ,1,27.2,12,0,0,,,back
2017/12/1 6:03,Back Day w/o Deadlift,Straight-Arm Pulldown ,2,27.2,30,0,0,,,back
2018/8/24 5:57,Back Day fst7 #16,Straight-Arm Pulldown ,1,24.5,20,0,0,,,back
2018/8/24 5:57,Back Day fst7 #16,Straight-Arm Pulldown ,2,29.95,15,0,0,,,back
2018/8/24 5:57,Back Day fst7 #16,Straight-Arm Pulldown ,3,29.95,12,0,0,,,back
2018/8/24 5:57,Back Day fst7 #16,Straight-Arm Pulldown ,4,21.75,25,0,0,,,back
2018/8/10 6:55,Back Day fst7 #15,Straight-Arm Pulldown ,1,29.95,12,0,0,,,back
2018/8/10 6:55,Back Day fst7 #15,Straight-Arm Pulldown ,2,29.95,12,0,0,,,back
2018/8/10 6:55,Back Day fst7 #15,Straight-Arm Pulldown ,3,29.95,12,0,0,,,back
2018/8/10 6:55,Back Day fst7 #15,Straight-Arm Pulldown ,4,21.75,12,0,0,,,back
2018/8/2 6:02,Back Day fst7 #14,Straight-Arm Pulldown ,1,24.5,15,0,0,,,back
2018/8/2 6:02,Back Day fst7 #14,Straight-Arm Pulldown ,2,24.5,15,0,0,,,back
2018/7/12 6:19,Back Day fst7 #13,Straight-Arm Pulldown ,1,24.5,10,0,0,,,back
2018/7/12 6:19,Back Day fst7 #13,Straight-Arm Pulldown ,2,24.5,10,0,0,,,back
2018/7/12 6:19,Back Day fst7 #13,Straight-Arm Pulldown ,3,24.5,12,0,0,,,back
2018/6/29 6:37,Back Day fst7 #11,Straight-Arm Pulldown ,1,27.7,20,0,0,,,back
2018/6/29 6:37,Back Day fst7 #11,Straight-Arm Pulldown ,2,27.7,30,0,0,,,back
2017/11/24 6:33,Back Day fst7,Straight-Arm Pulldown ,1,27.2,15,0,0,,,back
2017/11/24 6:33,Back Day fst7,Straight-Arm Pulldown ,2,27.2,12,0,0,,,back
2017/11/24 6:33,Back Day fst7,Straight-Arm Pulldown ,3,27.2,12,0,0,,,back
2017/11/24 6:33,Back Day fst7,Straight-Arm Pulldown ,4,27.2,10,0,0,,,back
